time_s,Alt,C_Data_SMavail,C_Data_s_C_Nc,C_Data_s_C_Wc,C_Data_s_C_PR,C_Data_s_C_Eff,C_Data_Wcin,C_Data_Nc,C_Data_PR,C_Data_NcMap,C_Data_WcMap,C_Data_PRMap,C_Data_EffMap,C_Data_SurgePR,C_Data_Wbleeds,C_Data_Pwrb4bleed,C_Data_PwrBld,C_Data_Pwrout,C_Data_SMMap,C_Data_SPRMap,C_Data_Test,C_Data_Nmech,C_Data_BlkNm_1,C_Data_BlkNm_2,C_Data_BlkNm_3,C_Data_BlkNm_4,C_Data_BlkNm_5,C_Data_BlkNm_6,C_Data_BlkNm_7,C_Data_BlkNm_8,C_Data_BlkNm_9,C_Data_BlkNm_10,C_Data_BlkNm_11,C_Data_BlkNm_12,C_Data_BlkNm_13,C_Data_BlkNm_14,C_Data_BlkNm_15,C_Data_BlkNm_16,C_Data_BlkNm_17,C_Data_BlkNm_18,C_Data_BlkNm_19,C_Data_BlkNm_20,C_Data_BlkNm_21,C_Data_BlkNm_22,C_Data_BlkNm_23,C_Data_BlkNm_24,C_Data_BlkNm_25,C_Data_BlkNm_26,C_Data_BlkNm_27,C_Data_BlkNm_28,C_Data_BlkNm_29,C_Data_BlkNm_30,C_Data_BlkNm_31,C_Data_BlkNm_32,C_Data_BlkNm_33,C_Data_BlkNm_34,C_Data_BlkNm_35,C_Data_BlkNm_36,C_Data_BlkNm_37,C_Data_BlkNm_38,C_Data_BlkNm_39,C_Data_BlkNm_40,C_Data_BlkNm_41,C_Data_BlkNm_42,C_Data_BlkNm_43,C_Data_BlkNm_44,C_Data_BlkNm_45,C_Data_BlkNm_46,C_Data_BlkNm_47,C_Data_BlkNm_48,C_Data_BlkNm_49,C_Data_BlkNm_50,C_Data_BlkNm_51,C_Data_BlkNm_52,C_Data_BlkNm_53,C_Data_BlkNm_54,C_Data_BlkNm_55,C_Data_BlkNm_56,C_Data_BlkNm_57,C_Data_BlkNm_58,C_Data_BlkNm_59,C_Data_BlkNm_60,C_Data_BlkNm_61,C_Data_BlkNm_62,C_Data_BlkNm_63,C_Data_BlkNm_64,C_Data_BlkNm_65,C_Data_BlkNm_66,C_Data_BlkNm_67,C_Data_BlkNm_68,C_Data_BlkNm_69,C_Data_BlkNm_70,C_Data_BlkNm_71,C_Data_BlkNm_72,C_Data_BlkNm_73,C_Data_BlkNm_74,C_Data_BlkNm_75,C_Data_BlkNm_76,C_Data_BlkNm_77,C_Data_BlkNm_78,C_Data_BlkNm_79,C_Data_BlkNm_80,C_Data_BlkNm_81,C_Data_BlkNm_82,C_Data_BlkNm_83,C_Data_BlkNm_84,C_Data_BlkNm_85,C_Data_BlkNm_86,C_Data_BlkNm_87,C_Data_BlkNm_88,C_Data_BlkNm_89,C_Data_BlkNm_90,C_Data_BlkNm_91,C_Data_BlkNm_92,C_Data_BlkNm_93,C_Data_BlkNm_94,C_Data_BlkNm_95,C_Data_WHPMod,C_Data_PRHPMod,C_Data_EffHPMod,FlowErrors_1,FlowErrors_2,FlowErrors_3,Fnet,Iterations,N_request,N_sensed,Nmech,SFC,T_Data_s_T_Nc,T_Data_s_T_Wc,T_Data_s_T_PR,T_Data_s_T_Eff,T_Data_Wcin,T_Data_Wcs1in,T_Data_Nc,T_Data_NcMap,T_Data_WcMap,T_Data_PRMap,T_Data_EffMap,T_Data_Pwrout,T_Data_Test,T_Data_Nmech,T_Data_BlkNm_1,T_Data_BlkNm_2,T_Data_BlkNm_3,T_Data_BlkNm_4,T_Data_BlkNm_5,T_Data_BlkNm_6,T_Data_BlkNm_7,T_Data_BlkNm_8,T_Data_BlkNm_9,T_Data_BlkNm_10,T_Data_BlkNm_11,T_Data_BlkNm_12,T_Data_BlkNm_13,T_Data_BlkNm_14,T_Data_BlkNm_15,T_Data_BlkNm_16,T_Data_BlkNm_17,T_Data_BlkNm_18,T_Data_BlkNm_19,T_Data_BlkNm_20,T_Data_BlkNm_21,T_Data_BlkNm_22,T_Data_BlkNm_23,T_Data_BlkNm_24,T_Data_BlkNm_25,T_Data_BlkNm_26,T_Data_BlkNm_27,T_Data_BlkNm_28,T_Data_BlkNm_29,T_Data_BlkNm_30,T_Data_BlkNm_31,T_Data_BlkNm_32,T_Data_BlkNm_33,T_Data_BlkNm_34,T_Data_BlkNm_35,T_Data_BlkNm_36,T_Data_BlkNm_37,T_Data_BlkNm_38,T_Data_BlkNm_39,T_Data_BlkNm_40,T_Data_BlkNm_41,T_Data_BlkNm_42,T_Data_BlkNm_43,T_Data_BlkNm_44,T_Data_BlkNm_45,T_Data_BlkNm_46,T_Data_BlkNm_47,T_Data_BlkNm_48,T_Data_BlkNm_49,T_Data_BlkNm_50,T_Data_BlkNm_51,T_Data_BlkNm_52,T_Data_BlkNm_53,T_Data_BlkNm_54,T_Data_BlkNm_55,T_Data_BlkNm_56,T_Data_BlkNm_57,T_Data_BlkNm_58,T_Data_BlkNm_59,T_Data_BlkNm_60,T_Data_BlkNm_61,T_Data_BlkNm_62,T_Data_BlkNm_63,T_Data_BlkNm_64,T_Data_BlkNm_65,T_Data_BlkNm_66,T_Data_BlkNm_67,T_Data_BlkNm_68,T_Data_BlkNm_69,T_Data_BlkNm_70,T_Data_BlkNm_71,T_Data_BlkNm_72,T_Data_BlkNm_73,T_Data_BlkNm_74,T_Data_BlkNm_75,T_Data_BlkNm_76,T_Data_BlkNm_77,T_Data_BlkNm_78,T_Data_BlkNm_79,T_Data_BlkNm_80,T_Data_BlkNm_81,T_Data_BlkNm_82,T_Data_BlkNm_83,T_Data_BlkNm_84,T_Data_BlkNm_85,T_Data_BlkNm_86,T_Data_BlkNm_87,T_Data_BlkNm_88,T_Data_BlkNm_89,T_Data_BlkNm_90,T_Data_BlkNm_91,T_Data_BlkNm_92,T_Data_WHPMod,T_Data_EffHPMod,Wf,s0_W,s0_ht,s0_Tt,s0_Pt,s0_FAR,s2_W,s2_ht,s2_Tt,s2_Pt,s2_FAR,s3_W,s3_ht,s3_Tt,s3_Pt,s3_FAR,s4_W,s4_ht,s4_Tt,s4_Pt,s4_FAR,s5_W,s5_ht,s5_Tt,s5_Pt,s5_FAR,s7_W,s7_ht,s7_Tt,s7_Pt,s7_FAR
10.335,0,36.2209026274565,10000,0.495342,0.86364,0.997653,61.8869389522286,8998.99609298423,9.90210517286431,0.899899609298423,124.937798513988,11.307657325812,0.842041265611213,13.4887370455958,0,-11741.0462439985,0,-11741.0462439985,36.7266584294821,15.4605820082393,15.4605820082393,8998.99621842584,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,5.52554351178356e-11,-7.39915897757476e-11,-6.34820335700293e-10,4292.54108816083,6,9000,8999.64785213085,8998.99621842584,0.792046764924089,45.61102,0.444192,0.51163,0.998914,13.4055281937481,13.4055281937481,4485.06342465985,98.3328902677434,30.1795804398548,5.19290523102022,0.930807062468173,11599.0470790616,5.19290523102022,8998.99621842584,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.944414800605975,60.6494015474613,123.954269007684,518.670014460014,14.696,0,60.6494015474613,123.954269007684,518.670014460014,14.40208,0,60.6494015474613,260.780372296101,1079.23967506184,142.610910868006,0,61.5938163480673,538.908088738277,2088.05574952272,135.480365324605,0.0155717084836677,61.5938163480673,405.809369201051,1613.81352125451,43.0750577616713,0.0155717084836677,61.5938163480673,405.809369201051,1613.81352125451,42.6443071840546,0.0155717084836677
10.35,0,36.0568872234602,10000,0.495342,0.86364,0.997653,61.8722832404631,8998.60039197053,9.91129921657328,0.899860039197053,124.908211446806,11.318303015809,0.842162727659204,13.4850051974728,0,-11743.0184587262,0,-11743.0184587262,36.5598793171046,15.456260939133,15.456260939133,8998.60051740663,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,4.99923829194813e-10,3.79804292999186e-10,-5.49852389173116e-10,4299.48198225881,6,9000,8999.47897311078,8998.60051740663,0.794580069681561,45.61102,0.444192,0.51163,0.998914,13.4065111707614,13.4065111707614,4479.66378324039,98.2145056883268,30.1817933813971,5.19111699385,0.930660367252043,11620.5775069676,5.19111699385,8998.60051740663,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.948967414738284,60.6350389022429,123.954269007684,518.670014460014,14.696,0,60.6350389022429,123.954269007684,518.670014460014,14.40208,0,60.6350389022429,260.835771302644,1079.46035806078,142.743324221026,0,61.5840063169812,540.347885130068,2092.90846306371,135.606158009974,0.0156504791935275,61.5840063169812,406.980863243467,1617.97113388198,43.1275981277913,0.0156504791935275,61.5840063169812,406.980863243467,1617.97113388198,42.6963221465133,0.0156504791935275
10.365,0,35.8398877588255,10000,0.495342,0.86364,0.997653,61.8583148098625,8998.2591777157,9.92451376149386,0.89982591777157,124.88001186399,11.3336040033971,0.842337131513928,13.4814483542225,0,-11747.1892114583,0,-11747.1892114583,36.3391777387214,15.4521425063944,15.4521425063944,8998.25930314705,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,9.20347814044172e-10,8.18086936273911e-10,-4.34378806172049e-10,4309.30233696211,6,9000,8999.25131033435,8998.25930314705,0.797925444092748,45.61102,0.444192,0.51163,0.998914,13.407806376403,13.407806376403,4472.55130662144,98.0585680088154,30.1847092370738,5.18875428925012,0.930467346809103,11650.54098013,5.18875428925012,8998.25930314705,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.955139439152892,60.6213497948023,123.954269007684,518.670014460014,14.696,0,60.6213497948023,123.954269007684,518.670014460014,14.40208,0,60.6213497948023,260.915307972183,1079.77718339318,142.933641154136,0,61.5764892339552,542.278461263769,2099.41103048489,135.786959096429,0.0157558259983645,61.5764892339552,408.551231597264,1623.54018135488,43.2017082773996,0.0157558259983645,61.5764892339552,408.551231597264,1623.54018135488,42.7696911946256,0.0157558259983645
10.38,0,35.594740828696,10000,0.495342,0.86364,0.997653,61.8459804910169,8997.98983151839,9.94014039483827,0.899798983151839,124.855111194383,11.3516979237162,0.842543285533687,13.4783076063895,0,-11752.8984139064,0,-11752.8984139064,36.0898252414351,15.448505866321,15.448505866321,8997.98995694598,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,1.01840914426832e-10,1.05736504873562e-10,2.86034729091155e-11,4320.82289435191,7,9000,8998.99421927167,8997.98995694598,0.801705212925662,45.61102,0.444192,0.51163,0.998914,13.409266279931,13.409266279931,4464.53792524089,97.8828784193137,30.1879959083305,5.18609747104099,0.93025015841215,11685.4358231887,5.18609747104099,8997.98995694598,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.962229510702908,60.6092621221989,123.954269007684,518.670014460014,14.696,0,60.6092621221989,123.954269007684,518.670014460014,14.40208,0,60.6092621221989,261.009200081258,1080.1511760554,143.158697177692,0,61.5714916329018,544.482472843816,2106.8281094416,136.000762318808,0.0158759482793716,61.5714916329018,410.34382641069,1629.89120490465,43.2884526447562,0.0158759482793716,61.5714916329018,410.34382641069,1629.89120490465,42.8555681183087,0.0158759482793716
10.395,0,35.3437461422536,10000,0.495342,0.86364,0.997653,61.8359510505583,8997.80181632199,9.95668743565762,0.899780181632199,124.834863689042,11.370857574519,0.842761505809606,13.4757537670941,0,-11759.5001198871,0,-11759.5001198871,35.8345111656741,15.445548801693,15.445548801693,8997.80194174695,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,1.11873532065207e-10,1.13616429204054e-10,1.78070175689935e-11,4332.9547974717,7,9000,8998.73395213669,8997.80194174695,0.805578446086387,45.61102,0.444192,0.51163,0.998914,13.4107586743192,13.4107586743192,4456.3507336668,97.7033781236815,30.1913557038296,5.18340685800716,0.93002855974439,11722.0430555373,5.18340685800716,8997.80194174695,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.969593053530503,60.5994332379146,123.954269007684,518.670014460014,14.696,0,60.5994332379146,123.954269007684,518.670014460014,14.40208,0,60.5994332379146,261.108427055298,1080.54639988606,143.397008983336,0,61.5690262914451,546.76087808837,2114.48816641774,136.227158534169,0.0160000350122725,61.5690262914451,412.196624452279,1636.44858830281,43.3795209779785,0.0160000350122725,61.5690262914451,412.196624452279,1636.44858830281,42.9457257681987,0.0160000350122725
10.41,0,35.1054985974135,10000,0.495342,0.86364,0.997653,61.8286232289871,8997.69742299239,9.97286416355275,0.899769742299239,124.820070231389,11.3895884437413,0.8429747447999,13.4738878526107,0,-11766.4065351535,0,-11766.4065351535,35.5921537859998,15.4433882782302,15.4433882782302,8997.6975484159,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,1.1430912428156e-10,1.1442281627285e-10,6.96503679642389e-12,4344.75922132657,7,9000,8998.49240999406,8997.6975484159,0.809258806860316,45.61102,0.444192,0.51163,0.998914,13.4121731346359,13.4121731346359,4448.59429456358,97.5333218718543,30.1945400482252,5.18084885077222,0.929818908659593,11757.5147724022,5.18084885077222,8997.6975484159,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.976676295429471,60.5922519489308,123.954269007684,518.670014460014,14.696,0,60.5922519489308,123.954269007684,518.670014460014,14.40208,0,60.5922519489308,261.205243222567,1080.93200282876,143.62998751262,0,61.5689282443603,548.943415248136,2121.81887824804,136.448488136989,0.0161188314349605,61.5689282443603,413.971745890608,1642.72450849062,43.4681155831955,0.0161188314349605,61.5689282443603,413.971745890608,1642.72450849062,43.0334344273635,0.0161188314349605
10.425,0,34.8942939313765,10000,0.495342,0.86364,0.997653,61.824133902474,8997.67264124546,9.98763129532191,0.899767264124546,124.811007147926,11.4066871559005,0.843169275095961,13.4727447162937,0,-11773.1149377238,0,-11773.1149377238,35.3772961529011,15.4420646522784,15.4420646522784,8997.67276666863,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,1.08198387285446e-10,1.06735624540179e-10,-3.13539634940128e-12,4355.4860314447,7,9000,8998.28641168031,8997.67276666863,0.81252404913879,45.61102,0.444192,0.51163,0.998914,13.4134252553372,13.4134252553372,4441.73152998274,97.3828590104483,30.1973589211546,5.17860748053388,0.929633635517872,11789.65411891,5.17860748053388,8997.67276666863,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.983038096176913,60.5878523943401,123.954269007684,518.670014460014,14.696,0,60.5878523943401,123.954269007684,518.670014460014,14.40208,0,60.5878523943401,261.293466456395,1081.28336554839,143.84266492573,0,61.570890490517,550.895247359556,2128.36891621306,136.650531679443,0.0162250031537468,61.570890490517,415.558944144522,1648.33058491908,43.5483892140129,0.0162250031537468,61.570890490517,415.558944144522,1648.33058491908,43.1129053218728,0.0162250031537468
10.44,0,34.7199448525075,10000,0.495342,0.86364,0.997653,61.8224019897892,8997.7187368221,10.000229533067,0.89977187368221,124.807510751207,11.4212745276585,0.843335077475187,13.472303712072,0,-11779.227678267,0,-11779.227678267,35.1999199438463,15.4415540179612,15.4415540179612,8997.71886224592,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,9.30910026341397e-11,9.0407841540698e-11,-1.18872789973986e-11,4364.59081801764,7,9000,8998.12737790497,8997.71886224592,0.815220157029535,45.61102,0.444192,0.51163,0.998914,13.4144570238168,13.4144570238168,4436.07864131263,97.2589221050665,30.1996817200761,5.17676733401541,0.929481184447403,11816.8093197804,5.17676733401541,8997.71886224592,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.988361781120558,60.5861551142736,123.954269007684,518.670014460014,14.696,0,60.5861551142736,123.954269007684,518.670014460014,14.40208,0,60.5861551142736,261.368624054504,1081.58268033032,144.024105753594,0,61.5745168953941,552.520401083882,2133.81859044497,136.822900465914,0.0163133273477476,61.5745168953941,416.880365654805,1652.99406837313,43.6164068188727,0.0163133273477476,61.5745168953941,416.880365654805,1652.99406837313,43.180242750684,0.0163133273477476
10.455,0,34.5880124643157,10000,0.495342,0.86364,0.997653,61.8231672458942,8997.823478317,10.0101772259989,0.8997823478317,124.809055656614,11.4327928604498,0.843465815166824,13.4724985726275,0,-11784.4557510845,0,-11784.4557510845,35.0656819685896,15.4417796450228,15.4417796450228,8997.82360374227,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,7.06194281848539e-11,6.6963834425879e-11,-1.88335897707132e-11,4371.73307497721,7,9000,8998.02150596548,8997.82360374227,0.817258750658585,45.61102,0.444192,0.51163,0.998914,13.4152357882398,13.4152357882398,4431.81311801158,97.1654025279764,30.2014349365622,5.17537963599506,0.929366245022103,11837.9617393195,5.17537963599506,8997.82360374227,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.992454753074636,60.5869050677465,123.954269007684,518.670014460014,14.696,0,60.5869050677465,123.954269007684,518.670014460014,14.40208,0,60.5869050677465,261.427912123555,1081.81878698787,144.167373223014,0,61.5793598208211,553.761449448085,2137.97784976675,136.959004561863,0.0163806808082522,61.5793598208211,417.889301100169,1656.55245811123,43.6696778419828,0.0163806808082522,61.5793598208211,417.889301100169,1656.55245811123,43.2329810635629,0.0163806808082522
10.47,0,34.5002313056339,10000,0.495342,0.86364,0.997653,61.8260399658356,8997.97259984895,10.0172541972031,0.899797259984895,124.814855124949,11.4409872136575,0.843558618133312,13.4732300657115,0,-11788.6180178907,0,-11788.6180178907,34.9763472772195,15.4426266334486,15.4426266334486,8997.9727252763,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,4.3610517965715e-11,3.93145393956318e-11,-2.37264990412993e-11,4376.76321233957,7,9000,8997.97021713056,8997.9727252763,0.818611289386625,45.61102,0.444192,0.51163,0.998914,13.4157516406382,13.4157516406382,4428.98809112329,97.103465152134,30.2025962649277,5.17445674454581,0.929290169164529,11852.6746898211,5.17445674454581,8997.9727252763,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.995241049053678,60.5897203426366,123.954269007684,518.670014460014,14.696,0,60.5897203426366,123.954269007684,518.670014460014,14.40208,0,60.5897203426366,261.470077870816,1081.98670214619,144.269296328455,0,61.5849613916903,554.596989702054,2140.77709161406,137.055831512032,0.0164259059692892,61.5849613916903,418.568344905915,1658.94634854417,43.7071316665055,0.0164259059692892,61.5849613916903,418.568344905915,1658.94634854417,43.2700603498405,0.0164259059692892
10.485,0,34.4551010191521,10000,0.495342,0.86364,0.997653,61.8305501297367,8998.15112324525,10.0214706621203,0.899815112324525,124.823960230813,11.4458694156365,0.843613666108566,13.4743785023585,0,-11791.6336151189,0,-11791.6336151189,34.9303913558578,15.4439563965987,15.4439563965987,8998.15124867509,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,5.95842241390147e-10,6.5202291356695e-10,3.41015763479534e-10,4379.69906946227,6,9000,8997.97086714788,8998.15124867509,0.819300301238508,45.61102,0.444192,0.51163,0.998914,13.4160138874679,13.4160138874679,4427.5519060222,97.0719774743515,30.2031866371306,5.17397932944415,0.929251512224917,11861.0241384687,5.17397932944415,8998.15124867509,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.996746879706791,60.5941403179353,123.954269007684,518.670014460014,14.696,0,60.5941403179353,123.954269007684,518.670014460014,14.40208,0,60.5941403179353,261.495221705775,1082.08682989168,144.330022193509,0,61.5908871976421,555.036991648073,2142.25114774089,137.113521083834,0.0164495588926074,61.5908871976421,418.925620260915,1660.20572015533,43.7289351270148,0.0164495588926074,61.5908871976421,418.925620260915,1660.20572015533,43.2916457757446,0.0164495588926074
