time_s,Alt,C_Data_SMavail,C_Data_s_C_Nc,C_Data_s_C_Wc,C_Data_s_C_PR,C_Data_s_C_Eff,C_Data_Wcin,C_Data_Nc,C_Data_PR,C_Data_NcMap,C_Data_WcMap,C_Data_PRMap,C_Data_EffMap,C_Data_SurgePR,C_Data_Wbleeds,C_Data_Pwrb4bleed,C_Data_PwrBld,C_Data_Pwrout,C_Data_SMMap,C_Data_SPRMap,C_Data_Test,C_Data_Nmech,C_Data_BlkNm_1,C_Data_BlkNm_2,C_Data_BlkNm_3,C_Data_BlkNm_4,C_Data_BlkNm_5,C_Data_BlkNm_6,C_Data_BlkNm_7,C_Data_BlkNm_8,C_Data_BlkNm_9,C_Data_BlkNm_10,C_Data_BlkNm_11,C_Data_BlkNm_12,C_Data_BlkNm_13,C_Data_BlkNm_14,C_Data_BlkNm_15,C_Data_BlkNm_16,C_Data_BlkNm_17,C_Data_BlkNm_18,C_Data_BlkNm_19,C_Data_BlkNm_20,C_Data_BlkNm_21,C_Data_BlkNm_22,C_Data_BlkNm_23,C_Data_BlkNm_24,C_Data_BlkNm_25,C_Data_BlkNm_26,C_Data_BlkNm_27,C_Data_BlkNm_28,C_Data_BlkNm_29,C_Data_BlkNm_30,C_Data_BlkNm_31,C_Data_BlkNm_32,C_Data_BlkNm_33,C_Data_BlkNm_34,C_Data_BlkNm_35,C_Data_BlkNm_36,C_Data_BlkNm_37,C_Data_BlkNm_38,C_Data_BlkNm_39,C_Data_BlkNm_40,C_Data_BlkNm_41,C_Data_BlkNm_42,C_Data_BlkNm_43,C_Data_BlkNm_44,C_Data_BlkNm_45,C_Data_BlkNm_46,C_Data_BlkNm_47,C_Data_BlkNm_48,C_Data_BlkNm_49,C_Data_BlkNm_50,C_Data_BlkNm_51,C_Data_BlkNm_52,C_Data_BlkNm_53,C_Data_BlkNm_54,C_Data_BlkNm_55,C_Data_BlkNm_56,C_Data_BlkNm_57,C_Data_BlkNm_58,C_Data_BlkNm_59,C_Data_BlkNm_60,C_Data_BlkNm_61,C_Data_BlkNm_62,C_Data_BlkNm_63,C_Data_BlkNm_64,C_Data_BlkNm_65,C_Data_BlkNm_66,C_Data_BlkNm_67,C_Data_BlkNm_68,C_Data_BlkNm_69,C_Data_BlkNm_70,C_Data_BlkNm_71,C_Data_BlkNm_72,C_Data_BlkNm_73,C_Data_BlkNm_74,C_Data_BlkNm_75,C_Data_BlkNm_76,C_Data_BlkNm_77,C_Data_BlkNm_78,C_Data_BlkNm_79,C_Data_BlkNm_80,C_Data_BlkNm_81,C_Data_BlkNm_82,C_Data_BlkNm_83,C_Data_BlkNm_84,C_Data_BlkNm_85,C_Data_BlkNm_86,C_Data_BlkNm_87,C_Data_BlkNm_88,C_Data_BlkNm_89,C_Data_BlkNm_90,C_Data_BlkNm_91,C_Data_BlkNm_92,C_Data_BlkNm_93,C_Data_BlkNm_94,C_Data_BlkNm_95,C_Data_WHPMod,C_Data_PRHPMod,C_Data_EffHPMod,FlowErrors_1,FlowErrors_2,FlowErrors_3,Fnet,Iterations,N_request,N_sensed,Nmech,SFC,T_Data_s_T_Nc,T_Data_s_T_Wc,T_Data_s_T_PR,T_Data_s_T_Eff,T_Data_Wcin,T_Data_Wcs1in,T_Data_Nc,T_Data_NcMap,T_Data_WcMap,T_Data_PRMap,T_Data_EffMap,T_Data_Pwrout,T_Data_Test,T_Data_Nmech,T_Data_BlkNm_1,T_Data_BlkNm_2,T_Data_BlkNm_3,T_Data_BlkNm_4,T_Data_BlkNm_5,T_Data_BlkNm_6,T_Data_BlkNm_7,T_Data_BlkNm_8,T_Data_BlkNm_9,T_Data_BlkNm_10,T_Data_BlkNm_11,T_Data_BlkNm_12,T_Data_BlkNm_13,T_Data_BlkNm_14,T_Data_BlkNm_15,T_Data_BlkNm_16,T_Data_BlkNm_17,T_Data_BlkNm_18,T_Data_BlkNm_19,T_Data_BlkNm_20,T_Data_BlkNm_21,T_Data_BlkNm_22,T_Data_BlkNm_23,T_Data_BlkNm_24,T_Data_BlkNm_25,T_Data_BlkNm_26,T_Data_BlkNm_27,T_Data_BlkNm_28,T_Data_BlkNm_29,T_Data_BlkNm_30,T_Data_BlkNm_31,T_Data_BlkNm_32,T_Data_BlkNm_33,T_Data_BlkNm_34,T_Data_BlkNm_35,T_Data_BlkNm_36,T_Data_BlkNm_37,T_Data_BlkNm_38,T_Data_BlkNm_39,T_Data_BlkNm_40,T_Data_BlkNm_41,T_Data_BlkNm_42,T_Data_BlkNm_43,T_Data_BlkNm_44,T_Data_BlkNm_45,T_Data_BlkNm_46,T_Data_BlkNm_47,T_Data_BlkNm_48,T_Data_BlkNm_49,T_Data_BlkNm_50,T_Data_BlkNm_51,T_Data_BlkNm_52,T_Data_BlkNm_53,T_Data_BlkNm_54,T_Data_BlkNm_55,T_Data_BlkNm_56,T_Data_BlkNm_57,T_Data_BlkNm_58,T_Data_BlkNm_59,T_Data_BlkNm_60,T_Data_BlkNm_61,T_Data_BlkNm_62,T_Data_BlkNm_63,T_Data_BlkNm_64,T_Data_BlkNm_65,T_Data_BlkNm_66,T_Data_BlkNm_67,T_Data_BlkNm_68,T_Data_BlkNm_69,T_Data_BlkNm_70,T_Data_BlkNm_71,T_Data_BlkNm_72,T_Data_BlkNm_73,T_Data_BlkNm_74,T_Data_BlkNm_75,T_Data_BlkNm_76,T_Data_BlkNm_77,T_Data_BlkNm_78,T_Data_BlkNm_79,T_Data_BlkNm_80,T_Data_BlkNm_81,T_Data_BlkNm_82,T_Data_BlkNm_83,T_Data_BlkNm_84,T_Data_BlkNm_85,T_Data_BlkNm_86,T_Data_BlkNm_87,T_Data_BlkNm_88,T_Data_BlkNm_89,T_Data_BlkNm_90,T_Data_BlkNm_91,T_Data_BlkNm_92,T_Data_WHPMod,T_Data_EffHPMod,Wf,s0_W,s0_ht,s0_Tt,s0_Pt,s0_FAR,s2_W,s2_ht,s2_Tt,s2_Pt,s2_FAR,s3_W,s3_ht,s3_Tt,s3_Pt,s3_FAR,s4_W,s4_ht,s4_Tt,s4_Pt,s4_FAR,s5_W,s5_ht,s5_Tt,s5_Pt,s5_FAR,s7_W,s7_ht,s7_Tt,s7_Pt,s7_FAR
26.55,0,35.0113848666359,10000,0.495342,0.86364,0.997653,61.8955397494701,8999.99987454439,9.99243664585847,0.899999987454439,124.955161817779,11.4122512225678,0.843227439709185,13.4909270974947,0,-11789.2452114542,0,-11789.2452114542,35.4957715665324,15.4631178471293,15.4631178471293,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,-6.54085558649184e-10,-5.9164777477241e-10,-2.5320539842926e-10,4357.38553295214,1,9000,9000,9000,0.810557814117424,45.61102,0.444192,0.51163,0.998914,13.4126629689607,13.4126629689607,4445.90283092653,97.4743128070044,30.1956428231402,5.17975139405984,0.929746311015841,11789.2452114541,5.17975139405984,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.981086914682381,60.6578303567442,123.954269007684,518.670014460014,14.696,0,60.6578303567442,123.954269007684,518.670014460014,14.40208,0,60.6578303567442,261.322975489438,1081.40088645215,143.911871968585,0,61.6389172714266,550.030491230429,2125.47604540211,136.716278370156,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.5612169076898,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.1256047386129,0.016174118146204
26.565,0,35.0113848666359,10000,0.495342,0.86364,0.997653,61.8955397494701,8999.99987454439,9.99243664585847,0.899999987454439,124.955161817779,11.4122512225678,0.843227439709185,13.4909270974947,0,-11789.2452114542,0,-11789.2452114542,35.4957715665324,15.4631178471293,15.4631178471293,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,-6.54085558649184e-10,-5.9164777477241e-10,-2.5320539842926e-10,4357.38553295214,1,9000,9000,9000,0.810557814117424,45.61102,0.444192,0.51163,0.998914,13.4126629689607,13.4126629689607,4445.90283092653,97.4743128070044,30.1956428231402,5.17975139405984,0.929746311015841,11789.2452114541,5.17975139405984,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.981086914682381,60.6578303567442,123.954269007684,518.670014460014,14.696,0,60.6578303567442,123.954269007684,518.670014460014,14.40208,0,60.6578303567442,261.322975489438,1081.40088645215,143.911871968585,0,61.6389172714266,550.030491230429,2125.47604540211,136.716278370156,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.5612169076898,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.1256047386129,0.016174118146204
26.58,0,35.0113848666359,10000,0.495342,0.86364,0.997653,61.8955397494701,8999.99987454439,9.99243664585847,0.899999987454439,124.955161817779,11.4122512225678,0.843227439709185,13.4909270974947,0,-11789.2452114542,0,-11789.2452114542,35.4957715665324,15.4631178471293,15.4631178471293,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,-6.54085558649184e-10,-5.9164777477241e-10,-2.5320539842926e-10,4357.38553295214,1,9000,9000,9000,0.810557814117424,45.61102,0.444192,0.51163,0.998914,13.4126629689607,13.4126629689607,4445.90283092653,97.4743128070044,30.1956428231402,5.17975139405984,0.929746311015841,11789.2452114541,5.17975139405984,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.981086914682381,60.6578303567442,123.954269007684,518.670014460014,14.696,0,60.6578303567442,123.954269007684,518.670014460014,14.40208,0,60.6578303567442,261.322975489438,1081.40088645215,143.911871968585,0,61.6389172714266,550.030491230429,2125.47604540211,136.716278370156,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.5612169076898,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.1256047386129,0.016174118146204
26.595,0,35.0113848666359,10000,0.495342,0.86364,0.997653,61.8955397494701,8999.99987454439,9.99243664585847,0.899999987454439,124.955161817779,11.4122512225678,0.843227439709185,13.4909270974947,0,-11789.2452114542,0,-11789.2452114542,35.4957715665324,15.4631178471293,15.4631178471293,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,-6.54085558649184e-10,-5.9164777477241e-10,-2.5320539842926e-10,4357.38553295214,1,9000,9000,9000,0.810557814117424,45.61102,0.444192,0.51163,0.998914,13.4126629689607,13.4126629689607,4445.90283092653,97.4743128070044,30.1956428231402,5.17975139405984,0.929746311015841,11789.2452114541,5.17975139405984,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.981086914682381,60.6578303567442,123.954269007684,518.670014460014,14.696,0,60.6578303567442,123.954269007684,518.670014460014,14.40208,0,60.6578303567442,261.322975489438,1081.40088645215,143.911871968585,0,61.6389172714266,550.030491230429,2125.47604540211,136.716278370156,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.5612169076898,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.1256047386129,0.016174118146204
26.61,0,35.0113848666359,10000,0.495342,0.86364,0.997653,61.8955397494701,8999.99987454439,9.99243664585847,0.899999987454439,124.955161817779,11.4122512225678,0.843227439709185,13.4909270974947,0,-11789.2452114542,0,-11789.2452114542,35.4957715665324,15.4631178471293,15.4631178471293,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,-6.54085558649184e-10,-5.9164777477241e-10,-2.5320539842926e-10,4357.38553295214,1,9000,9000,9000,0.810557814117424,45.61102,0.444192,0.51163,0.998914,13.4126629689607,13.4126629689607,4445.90283092653,97.4743128070044,30.1956428231402,5.17975139405984,0.929746311015841,11789.2452114541,5.17975139405984,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.981086914682381,60.6578303567442,123.954269007684,518.670014460014,14.696,0,60.6578303567442,123.954269007684,518.670014460014,14.40208,0,60.6578303567442,261.322975489438,1081.40088645215,143.911871968585,0,61.6389172714266,550.030491230429,2125.47604540211,136.716278370156,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.5612169076898,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.1256047386129,0.016174118146204
26.625,0,35.0113848666359,10000,0.495342,0.86364,0.997653,61.8955397494701,8999.99987454439,9.99243664585847,0.899999987454439,124.955161817779,11.4122512225678,0.843227439709185,13.4909270974947,0,-11789.2452114542,0,-11789.2452114542,35.4957715665324,15.4631178471293,15.4631178471293,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,-6.54085558649184e-10,-5.9164777477241e-10,-2.5320539842926e-10,4357.38553295214,1,9000,9000,9000,0.810557814117424,45.61102,0.444192,0.51163,0.998914,13.4126629689607,13.4126629689607,4445.90283092653,97.4743128070044,30.1956428231402,5.17975139405984,0.929746311015841,11789.2452114541,5.17975139405984,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.981086914682381,60.6578303567442,123.954269007684,518.670014460014,14.696,0,60.6578303567442,123.954269007684,518.670014460014,14.40208,0,60.6578303567442,261.322975489438,1081.40088645215,143.911871968585,0,61.6389172714266,550.030491230429,2125.47604540211,136.716278370156,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.5612169076898,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.1256047386129,0.016174118146204
26.64,0,35.0113848666359,10000,0.495342,0.86364,0.997653,61.8955397494701,8999.99987454439,9.99243664585847,0.899999987454439,124.955161817779,11.4122512225678,0.843227439709185,13.4909270974947,0,-11789.2452114542,0,-11789.2452114542,35.4957715665324,15.4631178471293,15.4631178471293,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,-6.54085558649184e-10,-5.9164777477241e-10,-2.5320539842926e-10,4357.38553295214,1,9000,9000,9000,0.810557814117424,45.61102,0.444192,0.51163,0.998914,13.4126629689607,13.4126629689607,4445.90283092653,97.4743128070044,30.1956428231402,5.17975139405984,0.929746311015841,11789.2452114541,5.17975139405984,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.981086914682381,60.6578303567442,123.954269007684,518.670014460014,14.696,0,60.6578303567442,123.954269007684,518.670014460014,14.40208,0,60.6578303567442,261.322975489438,1081.40088645215,143.911871968585,0,61.6389172714266,550.030491230429,2125.47604540211,136.716278370156,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.5612169076898,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.1256047386129,0.016174118146204
26.655,0,35.0113848666359,10000,0.495342,0.86364,0.997653,61.8955397494701,8999.99987454439,9.99243664585847,0.899999987454439,124.955161817779,11.4122512225678,0.843227439709185,13.4909270974947,0,-11789.2452114542,0,-11789.2452114542,35.4957715665324,15.4631178471293,15.4631178471293,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,-6.54085558649184e-10,-5.9164777477241e-10,-2.5320539842926e-10,4357.38553295214,1,9000,9000,9000,0.810557814117424,45.61102,0.444192,0.51163,0.998914,13.4126629689607,13.4126629689607,4445.90283092653,97.4743128070044,30.1956428231402,5.17975139405984,0.929746311015841,11789.2452114541,5.17975139405984,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.981086914682381,60.6578303567442,123.954269007684,518.670014460014,14.696,0,60.6578303567442,123.954269007684,518.670014460014,14.40208,0,60.6578303567442,261.322975489438,1081.40088645215,143.911871968585,0,61.6389172714266,550.030491230429,2125.47604540211,136.716278370156,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.5612169076898,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.1256047386129,0.016174118146204
26.67,0,35.0113848666359,10000,0.495342,0.86364,0.997653,61.8955397494701,8999.99987454439,9.99243664585847,0.899999987454439,124.955161817779,11.4122512225678,0.843227439709185,13.4909270974947,0,-11789.2452114542,0,-11789.2452114542,35.4957715665324,15.4631178471293,15.4631178471293,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,-6.54085558649184e-10,-5.9164777477241e-10,-2.5320539842926e-10,4357.38553295214,1,9000,9000,9000,0.810557814117424,45.61102,0.444192,0.51163,0.998914,13.4126629689607,13.4126629689607,4445.90283092653,97.4743128070044,30.1956428231402,5.17975139405984,0.929746311015841,11789.2452114541,5.17975139405984,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.981086914682381,60.6578303567442,123.954269007684,518.670014460014,14.696,0,60.6578303567442,123.954269007684,518.670014460014,14.40208,0,60.6578303567442,261.322975489438,1081.40088645215,143.911871968585,0,61.6389172714266,550.030491230429,2125.47604540211,136.716278370156,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.5612169076898,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.1256047386129,0.016174118146204
26.685,0,35.0113848666359,10000,0.495342,0.86364,0.997653,61.8955397494701,8999.99987454439,9.99243664585847,0.899999987454439,124.955161817779,11.4122512225678,0.843227439709185,13.4909270974947,0,-11789.2452114542,0,-11789.2452114542,35.4957715665324,15.4631178471293,15.4631178471293,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,-6.54085558649184e-10,-5.9164777477241e-10,-2.5320539842926e-10,4357.38553295214,1,9000,9000,9000,0.810557814117424,45.61102,0.444192,0.51163,0.998914,13.4126629689607,13.4126629689607,4445.90283092653,97.4743128070044,30.1956428231402,5.17975139405984,0.929746311015841,11789.2452114541,5.17975139405984,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.981086914682381,60.6578303567442,123.954269007684,518.670014460014,14.696,0,60.6578303567442,123.954269007684,518.670014460014,14.40208,0,60.6578303567442,261.322975489438,1081.40088645215,143.911871968585,0,61.6389172714266,550.030491230429,2125.47604540211,136.716278370156,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.5612169076898,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.1256047386129,0.016174118146204
26.7,0,35.0113848666359,10000,0.495342,0.86364,0.997653,61.8955397494701,8999.99987454439,9.99243664585847,0.899999987454439,124.955161817779,11.4122512225678,0.843227439709185,13.4909270974947,0,-11789.2452114542,0,-11789.2452114542,35.4957715665324,15.4631178471293,15.4631178471293,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,-6.54085558649184e-10,-5.9164777477241e-10,-2.5320539842926e-10,4357.38553295214,1,9000,9000,9000,0.810557814117424,45.61102,0.444192,0.51163,0.998914,13.4126629689607,13.4126629689607,4445.90283092653,97.4743128070044,30.1956428231402,5.17975139405984,0.929746311015841,11789.2452114541,5.17975139405984,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.981086914682381,60.6578303567442,123.954269007684,518.670014460014,14.696,0,60.6578303567442,123.954269007684,518.670014460014,14.40208,0,60.6578303567442,261.322975489438,1081.40088645215,143.911871968585,0,61.6389172714266,550.030491230429,2125.47604540211,136.716278370156,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.5612169076898,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.1256047386129,0.016174118146204
26.715,0,35.0113848666359,10000,0.495342,0.86364,0.997653,61.8955397494701,8999.99987454439,9.99243664585847,0.899999987454439,124.955161817779,11.4122512225678,0.843227439709185,13.4909270974947,0,-11789.2452114542,0,-11789.2452114542,35.4957715665324,15.4631178471293,15.4631178471293,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,67,111,109,112,114,101,115,115,111,114,0,0,0,-6.54085558649184e-10,-5.9164777477241e-10,-2.5320539842926e-10,4357.38553295214,1,9000,9000,9000,0.810557814117424,45.61102,0.444192,0.51163,0.998914,13.4126629689607,13.4126629689607,4445.90283092653,97.4743128070044,30.1956428231402,5.17975139405984,0.929746311015841,11789.2452114541,5.17975139405984,9000,71,97,115,84,117,114,98,105,110,101,95,68,121,110,95,84,101,109,112,108,97,116,101,95,71,80,84,47,73,116,101,114,97,116,105,118,101,83,111,108,118,101,114,32,97,110,100,32,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,73,110,110,101,114,76,111,111,112,80,108,97,110,116,47,69,110,103,105,110,101,47,84,117,114,98,105,110,101,0,0,0.981086914682381,60.6578303567442,123.954269007684,518.670014460014,14.696,0,60.6578303567442,123.954269007684,518.670014460014,14.40208,0,60.6578303567442,261.322975489438,1081.40088645215,143.911871968585,0,61.6389172714266,550.030491230429,2125.47604540211,136.716278370156,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.5612169076898,0.016174118146204,61.6389172714266,414.848238476159,1645.8260228868,43.1256047386129,0.016174118146204
